director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Carlos López Estrada,Tyris Winter,Marquesha Babers,Maia Mayor,Drama Romance,summertime,Tyris Winter Marquesha Babers Maia Mayor Carlos López Estrada Drama Romance
Navot Papushado,Karen Gillan,Lena Headey,Carla Gugino,Action Crime Thriller,gunpowder milkshake,Karen Gillan Lena Headey Carla Gugino Navot Papushado Action Crime Thriller
Malcolm D. Lee,LeBron James,Don Cheadle,Khris Davis,Family Animation Comedy Science Fiction,space jam: a new legacy,LeBron James Don Cheadle Khris Davis Malcolm D. Lee Family Animation Comedy Science Fiction
Adam Robitel,Taylor Russell,Logan Miller,Indya Moore,Horror Thriller Mystery,escape room: tournament of champions,Taylor Russell Logan Miller Indya Moore Adam Robitel Horror Thriller Mystery
Leigh Janiak,Kiana Madeira,Ashley Zukerman,Gillian Jacobs,Mystery Horror,fear street part three: 1666,Kiana Madeira Ashley Zukerman Gillian Jacobs Leigh Janiak Mystery Horror
Colin Schiffli,Alexandra Daddario,Diego Boneta,Justin Chatwin,Action Comedy,die in a gunfight,Alexandra Daddario Diego Boneta Justin Chatwin Colin Schiffli Action Comedy
Michael Sarnoski,Nicolas Cage,Alex Wolff,Adam Arkin,Drama Thriller,pig,Nicolas Cage Alex Wolff Adam Arkin Michael Sarnoski Drama Thriller
Mike Burns,Bruce Willis,Jaime King,Lala Kent,Action Thriller,out of death,Bruce Willis Jaime King Lala Kent Mike Burns Action Thriller
"Daryl Wein, Zoe Lister-Jones",Zoe Lister-Jones,Cailee Spaeny,Olivia Wilde,Science Fiction Thriller Mystery Action Adventure,how it ends,"Zoe Lister-Jones Cailee Spaeny Olivia Wilde Daryl Wein, Zoe Lister-Jones Science Fiction Thriller Mystery Action Adventure"
"Johane Matte, Andrew L. Schmidt, Franciso Ruiz Velasco",Emile Hirsch,Lexi Medrano,Charlie Saxton,Animation Fantasy Family Action Adventure,trollhunters: rise of the titans,"Emile Hirsch Lexi Medrano Charlie Saxton Johane Matte, Andrew L. Schmidt, Franciso Ruiz Velasco Animation Fantasy Family Action Adventure"
Robert Schwentke,Henry Golding,Andrew Koji,Úrsula Corberó,Action Adventure,snake eyes,Henry Golding Andrew Koji Úrsula Corberó Robert Schwentke Action Adventure
M. Night Shyamalan,Gael García Bernal,Vicky Krieps,Rufus Sewell,Thriller Mystery Horror,old,Gael García Bernal Vicky Krieps Rufus Sewell M. Night Shyamalan Thriller Mystery Horror
Reinaldo Marcus Green,Mark Wahlberg,Reid Miller,Connie Britton,Drama Adventure,joe bell,Mark Wahlberg Reid Miller Connie Britton Reinaldo Marcus Green Drama Adventure
Tanya Wexler,Tanya Wexler (director); Scott Wascha (screenwriter); Kate Beckinsale,Bobby Cannavale,Laverne Cox,Action Thriller,jolt,Tanya Wexler (director); Scott Wascha (screenwriter); Kate Beckinsale Bobby Cannavale Laverne Cox Tanya Wexler Action Thriller
Randall Emmett,Megan Fox,Bruce Willis,Emile Hirsch,Crime Mystery Thriller Action,midnight in the switchgrass,Megan Fox Bruce Willis Emile Hirsch Randall Emmett Crime Mystery Thriller Action
Peter Sattler,Ben Platt,Lola Kirke,Yvette Nicole Brown,Drama,broken diamonds,Ben Platt Lola Kirke Yvette Nicole Brown Peter Sattler Drama
Jaume Collet-Serra,Dwayne Johnson,Emily Blunt,Édgar Ramírez,Action Adventure Fantasy,jungle cruise,Dwayne Johnson Emily Blunt Édgar Ramírez Jaume Collet-Serra Action Adventure Fantasy
Kirk DeMicco,Lin-Manuel Miranda,Ynairaly Simo,Zoe Saldana,Animation Family Comedy,vivo,Lin-Manuel Miranda Ynairaly Simo Zoe Saldana Kirk DeMicco Animation Family Comedy
Tom McCarthy,Matt Damon,Camille Cottin,Abigail Breslin,Drama Crime Thriller,stillwater,Matt Damon Camille Cottin Abigail Breslin Tom McCarthy Drama Crime Thriller
David Lowery,Dev Patel,Alicia Vikander,Joel Edgerton,Adventure Drama Fantasy,the green knight,Dev Patel Alicia Vikander Joel Edgerton David Lowery Adventure Drama Fantasy
Edson Oda,Winston Duke,Zazie Beetz,Benedict Wong,Drama Fantasy,nine days,Winston Duke Zazie Beetz Benedict Wong Edson Oda Drama Fantasy
Trent O'Donnell,Jake Johnson,D'Arcy Carden,J.K. Simmons,Comedy Drama,ride the eagle,Jake Johnson D'Arcy Carden J.K. Simmons Trent O'Donnell Comedy Drama
Braden King,Philip Ettinger,Stacy Martin,Cosmo Jarvis,Drama,the evening hour,Philip Ettinger Stacy Martin Cosmo Jarvis Braden King Drama
James Gunn,Idris Elba,Margot Robbie,John Cena,Action Adventure Fantasy,the suicide squad,Idris Elba Margot Robbie John Cena James Gunn Action Adventure Fantasy
Chase Palmer,John Boyega,Olivia Cooke,Bill Skarsgård,Crime Drama,naked singularity,John Boyega Olivia Cooke Bill Skarsgård Chase Palmer Crime Drama
Pascual Sisto,Charlie Shotwell,Michael C. Hall,Jennifer Ehle,Thriller Drama Mystery,john and the hole,Charlie Shotwell Michael C. Hall Jennifer Ehle Pascual Sisto Thriller Drama Mystery
Scott Brignac,Hannah Kasulka,Luke Benward,Jude Demorest,Drama Action Thriller Crime,playing god,Hannah Kasulka Luke Benward Jude Demorest Scott Brignac Drama Action Thriller Crime
Todd Stephens,Udo Kier,Jennifer Coolidge,Linda Evans,Drama Science Fiction,swan song,Udo Kier Jennifer Coolidge Linda Evans Todd Stephens Drama Science Fiction
Nick Cannon,Nick Cannon,Chris Brown,Jaliyuh Manuel,Drama,she ball,Nick Cannon Chris Brown Jaliyuh Manuel Nick Cannon Drama
Vince Marcello,Joey King,Joel Courtney,Jacob Elordi,Romance Comedy,the kissing booth 3,Joey King Joel Courtney Jacob Elordi Vince Marcello Romance Comedy
Shawn Levy,Ryan Reynolds,Jodie Comer,Lil Rel Howery,Comedy Action Adventure Science Fiction,free guy,Ryan Reynolds Jodie Comer Lil Rel Howery Shawn Levy Comedy Action Adventure Science Fiction
Liesl Tommy,Jennifer Hudson,Forest Whitaker,Marlon Wayans,Music Drama History,respect,Jennifer Hudson Forest Whitaker Marlon Wayans Liesl Tommy Music Drama History
Ferdinando Cito Filomarino,John David Washington,Boyd Holbrook,Vicky Krieps,Crime Mystery Thriller,beckett,John David Washington Boyd Holbrook Vicky Krieps Ferdinando Cito Filomarino Crime Mystery Thriller
Rodo Sayagues,Stephen Lang,Brendan Sexton III,Madelyn Grace,Thriller Horror,don't breathe 2,Stephen Lang Brendan Sexton III Madelyn Grace Rodo Sayagues Thriller Horror
Sian Heder,Emilia Jones,Eugenio Derbez,Troy Kotsur,Drama Music Romance,coda,Emilia Jones Eugenio Derbez Troy Kotsur Sian Heder Drama Music Romance
Cal Brunker,Iain Armitage,Marsai Martin,Ron Pardo,Animation Family Adventure Comedy Science Fiction,paw patrol: the movie,Iain Armitage Marsai Martin Ron Pardo Cal Brunker Animation Family Adventure Comedy Science Fiction
Lisa Joy,Hugh Jackman,Rebecca Ferguson,Thandiwe Newton,Science Fiction Mystery,reminiscence,Hugh Jackman Rebecca Ferguson Thandiwe Newton Lisa Joy Science Fiction Mystery
Martin Campbell,Michael Keaton,Maggie Q,Samuel L. Jackson,Action Thriller,the protégé,Michael Keaton Maggie Q Samuel L. Jackson Martin Campbell Action Thriller
Brian Andrew Mendoza,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,Action,sweet girl,Jason Momoa Isabela Merced Manuel Garcia-Rulfo Brian Andrew Mendoza Action
Dave Needham,Dave Needham (director); Asher Bishop,David Tennant,Michelle Gomez,Animation Comedy Adventure,the loud house movie,Dave Needham (director); Asher Bishop David Tennant Michelle Gomez Dave Needham Animation Comedy Adventure
David Bruckner,Rebecca Hall,Sarah Goldberg,Evan Jonigkeit,Horror Thriller Mystery,the night house,Rebecca Hall Sarah Goldberg Evan Jonigkeit David Bruckner Horror Thriller Mystery
Sean Penn,Dylan Penn,Sean Penn,Katheryn Winnick,Drama Crime,flag day,Dylan Penn Sean Penn Katheryn Winnick Sean Penn Drama Crime
Dash Shaw,Lake Bell,Michael Cera,Angeliki Papoulia,Animation Fantasy,cryptozoo,Lake Bell Michael Cera Angeliki Papoulia Dash Shaw Animation Fantasy
Janell Shirtcliff,Josie Ho,Bella Thorne,Gavin Rossdale,Crime Thriller Comedy,habit,Josie Ho Bella Thorne Gavin Rossdale Janell Shirtcliff Crime Thriller Comedy
Neill Blomkamp,Carly Pope,Chris William Martin,Michael Rogers,Horror Thriller,demonic,Carly Pope Chris William Martin Michael Rogers Neill Blomkamp Horror Thriller
Eddie Arya,Caroline McQuade,Kenneth Trujillo,Wassim Hawat,Drama History,risen,Caroline McQuade Kenneth Trujillo Wassim Hawat Eddie Arya Drama History
Kwang Il Han,Theo James,Lara Pulver,Graham McTavish,Animation Action Fantasy,the witcher: nightmare of the wolf,Theo James Lara Pulver Graham McTavish Kwang Il Han Animation Action Fantasy
Angel Kristi Williams,Kofi Siriboe,Yootha Wong-Loi-Sing,Blair Underwood,Romance Drama,really love,Kofi Siriboe Yootha Wong-Loi-Sing Blair Underwood Angel Kristi Williams Romance Drama
Nia DaCosta,Yahya Abdul-Mateen II,Teyonah Parris,Nathan Stewart-Jarrett,Horror,candyman,Yahya Abdul-Mateen II Teyonah Parris Nathan Stewart-Jarrett Nia DaCosta Horror
Clay Tarver,John Cena,Lil Rel Howery,Yvonne Orji,Comedy,vacation friends,John Cena Lil Rel Howery Yvonne Orji Clay Tarver Comedy
Mark Waters,Addison Rae,Tanner Buchanan,Madison Pettis,Romance Comedy,he's all that,Addison Rae Tanner Buchanan Madison Pettis Mark Waters Romance Comedy
Amber Sealey,Elijah Wood,Luke Kirby,Aleksa Palladino,Crime History Drama,no man of god,Elijah Wood Luke Kirby Aleksa Palladino Amber Sealey Crime History Drama
Vibeke Muasya,Vibeke Muasya (director); Siobhan Fallon Hogan (screenplay),Siobhan Fallon Hogan,Robert Patrick,Thriller,rushed,Vibeke Muasya (director); Siobhan Fallon Hogan (screenplay) Siobhan Fallon Hogan Robert Patrick Vibeke Muasya Thriller
Stephen Herek,Victoria Justice,Midori Francis,Timothy Renouf,Fantasy Comedy Drama,afterlife of the party,Victoria Justice Midori Francis Timothy Renouf Stephen Herek Fantasy Comedy Drama
Destin Daniel Cretton,Simu Liu,Awkwafina,Meng'er Zhang,Action Adventure Fantasy Science Fiction,shang-chi and the legend of the ten rings,Simu Liu Awkwafina Meng'er Zhang Destin Daniel Cretton Action Adventure Fantasy Science Fiction
"Kay Cannon (director/screenwriter); Camila Cabello, Idina Menzel, Nicholas Galitzine, Minnie Driver, Pierce Brosnan, Billy Porter",Kay Cannon (director/screenwriter); Camila Cabello,Idina Menzel,Nicholas Galitzine,Family Fantasy Animation Romance,cinderella,"Kay Cannon (director/screenwriter); Camila Cabello Idina Menzel Nicholas Galitzine Kay Cannon (director/screenwriter); Camila Cabello, Idina Menzel, Nicholas Galitzine, Minnie Driver, Pierce Brosnan, Billy Porter Family Fantasy Animation Romance"
Sara Colangelo,Michael Keaton,Stanley Tucci,Amy Ryan,History Drama,worth,Michael Keaton Stanley Tucci Amy Ryan Sara Colangelo History Drama
Michele Civetta,Shea Whigham,Olivia Munn,Frank Grillo,Crime Drama Mystery Action,the gateway,Shea Whigham Olivia Munn Frank Grillo Michele Civetta Crime Drama Mystery Action
"Lyle Mitcell Corbine, Jr.",Michael Greyeyes,Chaske Spencer,Jesse Eisenberg,Crime Drama Thriller,wild indian,"Michael Greyeyes Chaske Spencer Jesse Eisenberg Lyle Mitcell Corbine, Jr. Crime Drama Thriller"
Sean King O'Grady,Sean King O'Grady (director); Max Booth III (screenwriter); Sierra McCormick,Vinessa Shaw,Pat Healy,Horror Mystery,we need to do something,Sean King O'Grady (director); Max Booth III (screenwriter); Sierra McCormick Vinessa Shaw Pat Healy Sean King O'Grady Horror Mystery
Cedric Nicolas-Troyan,Mary Elizabeth Winstead,Miku Martineau,Woody Harrelson,Action,kate,Mary Elizabeth Winstead Miku Martineau Woody Harrelson Cedric Nicolas-Troyan Action
Jonathan Butterell,Max Harwood,Sarah Lancashire,Lauren Patel,Drama Comedy,everybody's talking about jamie,Max Harwood Sarah Lancashire Lauren Patel Jonathan Butterell Drama Comedy
James Wan,Annabelle Wallis,Maddie Hasson,George Young,Thriller Horror Mystery,malignant,Annabelle Wallis Maddie Hasson George Young James Wan Thriller Horror Mystery
"Aron Gaudet, Gita Pullapilly (directors/screenplay); Kristen Bell, Kirby Howell-Baptiste, Paul Walter Hauser, Bebe Rexha, Vince Vaughn",Kristen Bell,Kirby Howell-Baptiste,Paul Walter Hauser,Comedy Crime,queenpins,"Kristen Bell Kirby Howell-Baptiste Paul Walter Hauser Aron Gaudet, Gita Pullapilly (directors/screenplay); Kristen Bell, Kirby Howell-Baptiste, Paul Walter Hauser, Bebe Rexha, Vince Vaughn Comedy Crime"
Paul Schrader,Oscar Isaac,Tiffany Haddish,Tye Sheridan,Drama Crime Thriller,the card counter,Oscar Isaac Tiffany Haddish Tye Sheridan Paul Schrader Drama Crime Thriller
Christopher Ashley,Petrina Bromley,Jenn Colella,De'Lon Grant,Comedy Drama,come from away,Petrina Bromley Jenn Colella De'Lon Grant Christopher Ashley Comedy Drama
Michael Mohan,Sydney Sweeney,Justice Smith,Ben Hardy,Thriller,the voyeurs,Sydney Sweeney Justice Smith Ben Hardy Michael Mohan Thriller
John Pollono,Jon Bernthal,Shea Whigham,Jordana Spiro,Drama Thriller Comedy,small engine repair,Jon Bernthal Shea Whigham Jordana Spiro John Pollono Drama Thriller Comedy
Natalie Morales,Natalie Morales (director/screenplay),Mark Duplass (screenplay),Natalie Morales,Drama Comedy,language lessons,Natalie Morales (director/screenplay) Mark Duplass (screenplay) Natalie Morales Natalie Morales Drama Comedy
Rick Altizer,Rick Altizer (director); Sherman Smith,Tony Evans,Steven Kendrick,Documentary,show me the father,Rick Altizer (director); Sherman Smith Tony Evans Steven Kendrick Rick Altizer Documentary
Michael Feifer,Jay Pickett,Peter Facinelli,Tom Skerritt,Western Action,catch the bullet,Jay Pickett Peter Facinelli Tom Skerritt Michael Feifer Western Action
Jonah Feingold,Francesca Reale,Jaboukie Young-White,Catherine Cohen,Comedy Romance,dating and new york,Francesca Reale Jaboukie Young-White Catherine Cohen Jonah Feingold Comedy Romance
"Scott B. Hansen, Desiree Connell",Zach Galligan,Derek Russo,Corey Taylor,Horror,bad candy,"Zach Galligan Derek Russo Corey Taylor Scott B. Hansen, Desiree Connell Horror"
Kevin T. Morales,Bridget McGarry,Victoria Leigh,Okieriete Onaodowan,Comedy Drama,generation wrecks,Bridget McGarry Victoria Leigh Okieriete Onaodowan Kevin T. Morales Comedy Drama
Christian Carion,James McAvoy,Claire Foy,Gary Lewis,Thriller Mystery Drama Crime,my son,James McAvoy Claire Foy Gary Lewis Christian Carion Thriller Mystery Drama Crime
David Yarovesky,Winslow Fegley,Lidya Jewett,Krysten Ritter,Fantasy Family,nightbooks,Winslow Fegley Lidya Jewett Krysten Ritter David Yarovesky Fantasy Family
Theodore Melfi,Theodore Melfi (director); Matt Harris (screenpaly); Melissa McCarthy,Chris O'Dowd,Timothy Olyphant,Drama,the starling,Theodore Melfi (director); Matt Harris (screenpaly); Melissa McCarthy Chris O'Dowd Timothy Olyphant Theodore Melfi Drama
Michael Showalter,Jessica Chastain,Andrew Garfield,Cherry Jones,Drama History,the eyes of tammy faye,Jessica Chastain Andrew Garfield Cherry Jones Michael Showalter Drama History
Clint Eastwood,Clint Eastwood,Dwight Yoakam,Eduardo Minett,Western Drama,cry macho,Clint Eastwood Dwight Yoakam Eduardo Minett Clint Eastwood Western Drama
Joe Carnahan,Gerard Butler,Frank Grillo,Alexis Louder,Thriller Crime Action,copshop,Gerard Butler Frank Grillo Alexis Louder Joe Carnahan Thriller Crime Action
Justin Chon,Justin Chon,Alicia Vikander,Mark O'Brien,Drama,blue bayou,Justin Chon Alicia Vikander Mark O'Brien Justin Chon Drama
Sion Sono,Nicolas Cage,Sofia Boutella,Bill Moseley,Action Thriller,prisoners of the ghostland,Nicolas Cage Sofia Boutella Bill Moseley Sion Sono Action Thriller
Lina Roessler,Michael Caine,Aubrey Plaza,Scott Speedman,Comedy Drama,best sellers,Michael Caine Aubrey Plaza Scott Speedman Lina Roessler Comedy Drama
"Justin Long, Christian Long (directors/screenplay); Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán",Melanie Lynskey,Judy Greer,Justin Long,Comedy Fantasy,lady of the manor,"Melanie Lynskey Judy Greer Justin Long Justin Long, Christian Long (directors/screenplay); Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán Comedy Fantasy"
Bill Benz,Annie Clark,Carrie Brownstein,Dakota Johnson,Comedy Drama Horror Music,the nowhere inn,Annie Clark Carrie Brownstein Dakota Johnson Bill Benz Comedy Drama Horror Music
"Betsy West, Julie Cohen",Betsy West,Julie Cohen (director); Talleah Bridges McMahon,Julie Cohen,Documentary,my name is pauli murray,"Betsy West Julie Cohen (director); Talleah Bridges McMahon Julie Cohen Betsy West, Julie Cohen Documentary"
David Midell,Frankie Faison,Steve O'Connell,Enrico Natale,Drama,the killing of kenneth chamberlain,Frankie Faison Steve O'Connell Enrico Natale David Midell Drama
Adam Salky,Freida Pinto,Logan Marshall-Green,Robert John Burke,Thriller,intrusion,Freida Pinto Logan Marshall-Green Robert John Burke Adam Salky Thriller
"Robert Cullen, Jose Ucha",Vanessa Hudgens,Kimiko Glenn,James Marsden,Animation Family Fantasy Comedy Music Adventure,my little pony: a new generation,"Vanessa Hudgens Kimiko Glenn James Marsden Robert Cullen, Jose Ucha Animation Family Fantasy Comedy Music Adventure"
Stephen Chbosky,Ben Platt,Kaitlyn Dever,Amandla Stenberg,Drama,dear evan hansen,Ben Platt Kaitlyn Dever Amandla Stenberg Stephen Chbosky Drama
Antoine Fuqua,Jake Gyllenhaal,Ethan Hawke,Riley Keough,Drama Thriller,the guilty,Jake Gyllenhaal Ethan Hawke Riley Keough Antoine Fuqua Drama Thriller
Sarah Adina Smith,Kristine Froseth,Diana Silvers,Jacqueline Bisset,Drama,birds of paradise,Kristine Froseth Diana Silvers Jacqueline Bisset Sarah Adina Smith Drama
Castille Landon,Josephine Langford,Hero Fiennes Tiffin,Louise Lombard,Romance Drama,after we fell,Josephine Langford Hero Fiennes Tiffin Louise Lombard Castille Landon Romance Drama
Andy Serkis,Tom Hardy,Michelle Williams,Naomie Harris,Science Fiction Action Adventure,venom: let there be carnage,Tom Hardy Michelle Williams Naomie Harris Andy Serkis Science Fiction Action Adventure
Alan Taylor,Alessandro Nivola,Michael Gandolfini,Leslie Odom Jr.,Crime Drama,the many saints of newark,Alessandro Nivola Michael Gandolfini Leslie Odom Jr. Alan Taylor Crime Drama
"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Animation Adventure Comedy Family,the addams family 2,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Animation Adventure Comedy Family"
Gigi Saul Guerrero,L. Scott Caldwell,Adriana Barraza,Joshua Caleb Johnson,Thriller,bingo hell,L. Scott Caldwell Adriana Barraza Joshua Caleb Johnson Gigi Saul Guerrero Thriller
Maritte Lee Go,Ashja Cooper,Theodus Crane,Kenneisha Thompson,Horror Thriller,black as night,Ashja Cooper Theodus Crane Kenneisha Thompson Maritte Lee Go Horror Thriller
Potsy Ponciroli,Tim Blake Nelson,Scott Haze,Gavin Lewis,Western Thriller,old henry,Tim Blake Nelson Scott Haze Gavin Lewis Potsy Ponciroli Western Thriller
Erwin brothers,Amy Grant,Michael W. Smith,TobyMac,Documentary Music,the jesus music,Amy Grant Michael W. Smith TobyMac Erwin brothers Documentary Music
Karen Cinorre,Grace Van Patten,Mia Goth,Havana Rose Liu,Fantasy Drama Action Mystery,mayday,Grace Van Patten Mia Goth Havana Rose Liu Karen Cinorre Fantasy Drama Action Mystery
Vance Null,David A. R. White,Antonio Sabàto Jr.,Francesca Battistelli,Drama,god's not dead: we the people,David A. R. White Antonio Sabàto Jr. Francesca Battistelli Vance Null Drama
Patrick Brice,Sydney Park,Theodore Pellerin,Asjha Cooper,Thriller Horror Mystery,there's someone inside your house,Sydney Park Theodore Pellerin Asjha Cooper Patrick Brice Thriller Horror Mystery
Cary Joji Fukunaga,Daniel Craig,Rami Malek,Léa Seydoux,Adventure Action Thriller,no time to die,Daniel Craig Rami Malek Léa Seydoux Cary Joji Fukunaga Adventure Action Thriller
Fran Kranz,Reed Birney,Ann Dowd,Jason Isaacs,Drama Crime History,mass,Reed Birney Ann Dowd Jason Isaacs Fran Kranz Drama Crime History
Aharon Keshales,Jason Sudeikis,Evangeline Lilly,Shea Whigham,Crime Thriller Drama Romance,south of heaven,Jason Sudeikis Evangeline Lilly Shea Whigham Aharon Keshales Crime Thriller Drama Romance
"Axelle Carolyn (director/screenwriter); Barbara Hershey, Bruce Davison, Stacey Travis, Ciera Payton, Jill Larson, Mark Steger",Axelle Carolyn (director/screenwriter); Barbara Hershey,Bruce Davison,Stacey Travis,Comedy Fantasy,the manor,"Axelle Carolyn (director/screenwriter); Barbara Hershey Bruce Davison Stacey Travis Axelle Carolyn (director/screenwriter); Barbara Hershey, Bruce Davison, Stacey Travis, Ciera Payton, Jill Larson, Mark Steger Comedy Fantasy"
David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,Horror Thriller,halloween kills,Jamie Lee Curtis Judy Greer Andi Matichak David Gordon Green Horror Thriller
Ridley Scott,Matt Damon,Adam Driver,Jodie Comer,Action Drama History,the last duel,Matt Damon Adam Driver Jodie Comer Ridley Scott Action Drama History
"John Ridley (director/sceenplay); Leslie Odom Jr., Freida Pinto, Cynthia Erivo, Orlando Bloom",John Ridley (director/sceenplay); Leslie Odom Jr.,Freida Pinto,Cynthia Erivo,Science Fiction Romance,needle in a timestack,"John Ridley (director/sceenplay); Leslie Odom Jr. Freida Pinto Cynthia Erivo John Ridley (director/sceenplay); Leslie Odom Jr., Freida Pinto, Cynthia Erivo, Orlando Bloom Science Fiction Romance"
Justin Corsbie,Michael Dorman,Sophia Bush,Dermot Mulroney,Romance Music Drama Thriller,hard luck love song,Michael Dorman Sophia Bush Dermot Mulroney Justin Corsbie Romance Music Drama Thriller
Adam Randall,Jorge Lendeborg Jr.,Debby Ryan,Lucy Fry,Horror Thriller Action,night teeth,Jorge Lendeborg Jr. Debby Ryan Lucy Fry Adam Randall Horror Thriller Action
Denis Villeneuve,Timothee Chalamet,Rebecca Ferguson,Oscar Isaac,Science Fiction Adventure,dune,Timothee Chalamet Rebecca Ferguson Oscar Isaac Denis Villeneuve Science Fiction Adventure
"Sarah Smith, Jean-Philippe Vine",Zach Galifianakis,Jack Dylan Grazer,Ed Helms,Animation Science Fiction Family Comedy,ron's gone wrong,"Zach Galifianakis Jack Dylan Grazer Ed Helms Sarah Smith, Jean-Philippe Vine Animation Science Fiction Family Comedy"
Wes Anderson,Benicio del Toro,Adrien Brody,Tilda Swinton,Comedy Drama Romance,the french dispatch,Benicio del Toro Adrien Brody Tilda Swinton Wes Anderson Comedy Drama Romance
Jeymes Samuel,Jonathan Majors,Idris Elba,Zazie Beetz,Western,the harder they fall,Jonathan Majors Idris Elba Zazie Beetz Jeymes Samuel Western
Will Sharpe,Benedict Cumberbatch,Claire Foy,Andrea Riseborough,Drama History Comedy,the electrical life of louis wain,Benedict Cumberbatch Claire Foy Andrea Riseborough Will Sharpe Drama History Comedy
Agata Alexander,Alex Pettyfer,Alice Eve,Annabelle Wallis,Science Fiction Thriller Drama,warning,Alex Pettyfer Alice Eve Annabelle Wallis Agata Alexander Science Fiction Thriller Drama
Rebecca Hall,Tessa Thompson,Ruth Negga,André Holland,Drama,passing,Tessa Thompson Ruth Negga André Holland Rebecca Hall Drama
"Matt Angel, Suzanne Coote",Kate Siegel,Jason O'Mara,Dulé Hill,Thriller Drama Horror,hypnotic,"Kate Siegel Jason O'Mara Dulé Hill Matt Angel, Suzanne Coote Thriller Drama Horror"
Scott Cooper,Keri Russell,Jesse Plemons,Jeremy T. Thomas,Drama Horror Mystery,antlers,Keri Russell Jesse Plemons Jeremy T. Thomas Scott Cooper Drama Horror Mystery
Matthias Schweighöfer,Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee,Crime Comedy,army of thieves,Matthias Schweighöfer Nathalie Emmanuel Ruby O. Fee Matthias Schweighöfer Crime Comedy
Amy Koppelman,Amanda Seyfried,Finn Wittrock,Jennifer Carpenter,Drama,a mouthful of air,Amanda Seyfried Finn Wittrock Jennifer Carpenter Amy Koppelman Drama
Joanna Hogg,Honor Swinton Byrne,Jaygann Ayeh,Richard Ayoade,Drama,the souvenir part ii,Honor Swinton Byrne Jaygann Ayeh Richard Ayoade Joanna Hogg Drama
William Eubank,Emily Bader,Roland Buck III,Dan Lippert,Horror Mystery Thriller,paranormal activity: next of kin,Emily Bader Roland Buck III Dan Lippert William Eubank Horror Mystery Thriller
"Philip Gelatt, Morgan Galen King",Richard E. Grant,Lucy Lawless,Patton Oswalt,Animation Fantasy Horror Action,the spine of night,"Richard E. Grant Lucy Lawless Patton Oswalt Philip Gelatt, Morgan Galen King Animation Fantasy Horror Action"
Justine Bateman,Olivia Munn,Luke Bracey,Justin Theroux,Thriller Crime Drama Action Comedy,violet,Olivia Munn Luke Bracey Justin Theroux Justine Bateman Thriller Crime Drama Action Comedy
Michael Mailer,Michael Shannon,Alexander Ludwig,Charles Melton,Drama,heart of champions,Michael Shannon Alexander Ludwig Charles Melton Michael Mailer Drama
Chloé Zhao,Gemma Chan,Richard Madden,Kumail Nanjiani,Science Fiction Action Adventure,eternals,Gemma Chan Richard Madden Kumail Nanjiani Chloé Zhao Science Fiction Action Adventure
Rawson Marshall Thurber,Dwayne Johnson,Ryan Reynolds,Gal Gadot,Action Comedy Crime Thriller,red notice,Dwayne Johnson Ryan Reynolds Gal Gadot Rawson Marshall Thurber Action Comedy Crime Thriller
Pablo Larraín,Kristen Stewart,Timothy Spall,Jack Farthing,Drama,spencer,Kristen Stewart Timothy Spall Jack Farthing Pablo Larraín Drama
David Hackl,Mel Gibson,Scott Eastwood,Tyrese Gibson,Action Thriller,dangerous,Mel Gibson Scott Eastwood Tyrese Gibson David Hackl Action Thriller
Hernán Jiménez,Nina Dobrev,Jimmy O. Yang,Darren Barnet,Comedy Romance,love hard,Nina Dobrev Jimmy O. Yang Darren Barnet Hernán Jiménez Comedy Romance
"Jim Cummings, PJ McCabe (directors/screenplay); Jim Cummings, Virginia Newcomb, PJ McCabe, Jessie Barr",Jim Cummings,Virginia Newcomb,PJ McCabe,Thriller Horror Comedy,the beta test,"Jim Cummings Virginia Newcomb PJ McCabe Jim Cummings, PJ McCabe (directors/screenplay); Jim Cummings, Virginia Newcomb, PJ McCabe, Jessie Barr Thriller Horror Comedy"
Walt Becker,Jack Whitehall,Darby Camp,Tony Hale,Family Adventure Comedy Fantasy,clifford the big red dog,Jack Whitehall Darby Camp Tony Hale Walt Becker Family Adventure Comedy Fantasy
Lin-Manuel Miranda,Lin-Manuel Miranda (director); Steven Levenson (sceenplay); Andrew Garfield,Alexandra Shipp,Robin de Jesús,Drama,"tick, tick... boom!",Lin-Manuel Miranda (director); Steven Levenson (sceenplay); Andrew Garfield Alexandra Shipp Robin de Jesús Lin-Manuel Miranda Drama
Dan Mazer,Ellie Kemper,Rob Delaney,Archie Yates,Family Comedy,home sweet home alone,Ellie Kemper Rob Delaney Archie Yates Dan Mazer Family Comedy
Jane Campion,Benedict Cumberbatch,Kirsten Dunst,Jesse Plemons,Drama Western,the power of the dog,Benedict Cumberbatch Kirsten Dunst Jesse Plemons Jane Campion Drama Western
